,,,,,,,,,,,,,,,,,,,,,GM_Filename,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BID,STID,Earthquake Name,Magnitude,Location,Date,Time,Mag_Type,faultType,Depth,Repi,Rfault,PGA,APKV2,VPK,DPK,SA03,SA1,SA3,Stracc,Event_id,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36
105,CE58675,Lafayette Earthquake of 01 Mar 2007,4.2,"1 mi NE of Lafayette, CA",01/03/2007,8:40:00 PM PST,ML,,16.6,88.4,88.4,0.015,0.015,0.94,0.2,0.043,0.01,0.003,0.042,40194055,GM_Z_105_1_40194055,GM_Z_105_2_40194055,GM_X_105_3_40194055,GM_X_105_4_40194055,GM_Y_105_5_40194055,GM_Z_105_6_40194055,GM_Z_105_7_40194055,GM_X_105_8_40194055,GM_X_105_9_40194055,GM_Y_105_10_40194055,GM_X_105_11_40194055,GM_X_105_12_40194055,GM_Y_105_13_40194055,GM_X_105_14_40194055,GM_X_105_15_40194055,GM_Y_105_16_40194055,GM_X_105_17_40194055,GM_X_105_18_40194055,GM_Y_105_19_40194055,GM_X_105_20_40194055,GM_Y_105_21_40194055,,,,,,,,,,,,,,,
105,CE58675,Piedmont Area Earthquake of 20 Jul 2007,4.2,"3 mi ESE of Piedmont, CA",20/07/2007,4:42:22 AM PDT,Mw,,5.8,47.5,-9999,0.008,0.008,0.32,0,0.021,0.002,0,0.017,40199209,GM_Z_105_1_40199209,GM_Z_105_2_40199209,GM_X_105_3_40199209,GM_X_105_4_40199209,GM_Y_105_5_40199209,GM_Z_105_6_40199209,GM_Z_105_7_40199209,GM_X_105_8_40199209,GM_X_105_9_40199209,GM_Y_105_10_40199209,GM_X_105_11_40199209,GM_X_105_12_40199209,GM_Y_105_13_40199209,GM_X_105_14_40199209,GM_X_105_15_40199209,GM_Y_105_16_40199209,GM_X_105_17_40199209,GM_X_105_18_40199209,GM_Y_105_19_40199209,GM_X_105_20_40199209,GM_Y_105_21_40199209,,,,,,,,,,,,,,,
105,CE58675,Alum Rock Area Earthquake of 30 Oct 2007,5.4,"5 mi NNE of Alum Rock, CA",30/10/2007,8:04:54 PM PDT,Mw,,9.2,86.2,-9999,0.006,0.005,0.46,0.1,0.016,0.01,0,0.018,40204628,GM_Z_105_1_40204628,GM_Z_105_2_40204628,GM_X_105_3_40204628,GM_X_105_4_40204628,GM_Y_105_5_40204628,GM_Z_105_6_40204628,GM_Z_105_7_40204628,GM_X_105_8_40204628,GM_X_105_9_40204628,GM_Y_105_10_40204628,GM_X_105_11_40204628,GM_X_105_12_40204628,GM_Y_105_13_40204628,GM_X_105_14_40204628,GM_X_105_15_40204628,GM_Y_105_16_40204628,GM_X_105_17_40204628,GM_X_105_18_40204628,GM_Y_105_19_40204628,GM_X_105_20_40204628,GM_Y_105_21_40204628,,,,,,,,,,,,,,,
105,CE58675,Bolinas Earthquake of 17 Aug 1999,5,"Bolinas, CA",17/08/1999,06:06:18 PM PDT,Ml,,7,44.5,-9999,0.013,0.012,0.97,0.1,0.036,0.016,0.001,0.021,21044694,GM_Z_105_1_21044694,GM_Z_105_2_21044694,GM_X_105_3_21044694,GM_X_105_4_21044694,GM_Y_105_5_21044694,GM_Z_105_6_21044694,GM_Z_105_7_21044694,GM_X_105_8_21044694,GM_X_105_9_21044694,GM_Y_105_10_21044694,GM_X_105_11_21044694,GM_X_105_12_21044694,GM_Y_105_13_21044694,GM_X_105_14_21044694,GM_X_105_15_21044694,GM_Y_105_16_21044694,GM_X_105_17_21044694,GM_X_105_18_21044694,GM_Y_105_19_21044694,GM_X_105_20_21044694,GM_Y_105_21_21044694,,,,,,,,,,,,,,,
105,CE58675,Gilroy Earthquake of 13 May 2002,4.9,"3 mi. SW of Gilroy, CA",13/05/2002,10:00:29 PM PDT,Ml,SS,7.6,85.8,-9999,0.015,0.015,0.88,0.1,0.052,0.011,0,0.029,40133364,GM_Z_105_1_40133364,GM_Z_105_2_40133364,GM_X_105_3_40133364,GM_X_105_4_40133364,GM_Y_105_5_40133364,GM_Z_105_6_40133364,GM_Z_105_7_40133364,GM_X_105_8_40133364,GM_X_105_9_40133364,GM_Y_105_10_40133364,GM_X_105_11_40133364,GM_X_105_12_40133364,GM_Y_105_13_40133364,GM_X_105_14_40133364,GM_X_105_15_40133364,GM_Y_105_16_40133364,GM_X_105_17_40133364,GM_X_105_18_40133364,GM_Y_105_19_40133364,GM_X_105_20_40133364,GM_Y_105_21_40133364,,,,,,,,,,,,,,,
105,CE58675,Morgan Hill Area Earthquake of 07 Jan 2011,4.1,"11 mi N of Morgan Hill, CA",07/01/2011,16:10:16 PST,ML,SS,7.1,76.6,76.7,0.032,0.032,2.49,0.3,0.096,0.046,0.002,0.072,71506865,GM_Z_105_1_71506865,GM_Z_105_2_71506865,GM_X_105_3_71506865,GM_X_105_4_71506865,GM_Y_105_5_71506865,GM_Z_105_6_71506865,GM_Z_105_7_71506865,GM_X_105_8_71506865,GM_X_105_9_71506865,GM_Y_105_10_71506865,GM_X_105_11_71506865,GM_X_105_12_71506865,GM_Y_105_13_71506865,GM_X_105_14_71506865,GM_X_105_15_71506865,GM_Y_105_16_71506865,GM_X_105_17_71506865,GM_X_105_18_71506865,GM_Y_105_19_71506865,GM_X_105_20_71506865,GM_Y_105_21_71506865,,,,,,,,,,,,,,,
105,CE58675,Berkeley Earthquake of 20 Oct 2011,4,"2.4 km (1.5 mi) ESE of Berkeley, CA",20/10/2011,2:41:04 PM PDT,Mw,SS,8,36.7,-9999,0.017,0.017,0.64,0.1,0.046,0.005,0,0.026,71667366,GM_Z_105_1_71667366,GM_Z_105_2_71667366,GM_X_105_3_71667366,GM_X_105_4_71667366,GM_Y_105_5_71667366,GM_Z_105_6_71667366,GM_Z_105_7_71667366,GM_X_105_8_71667366,GM_X_105_9_71667366,GM_Y_105_10_71667366,GM_X_105_11_71667366,GM_X_105_12_71667366,GM_Y_105_13_71667366,GM_X_105_14_71667366,GM_X_105_15_71667366,GM_Y_105_16_71667366,GM_X_105_17_71667366,GM_X_105_18_71667366,GM_Y_105_19_71667366,GM_X_105_20_71667366,GM_Y_105_21_71667366,,,,,,,,,,,,,,,
105,CE58675,El Cerrito Earthquake of 05 Mar 2012,4,"1.4 km (0.9 mi) N of El Cerrito, CA",05/03/2012,5:33:19 AM PST,ML,ALL,9.2,57.8,-9999,0.005,0.005,0.25,0,0.018,0.003,0,0.01,71746766,GM_Z_105_1_71746766,GM_Z_105_2_71746766,GM_X_105_3_71746766,GM_X_105_4_71746766,GM_Y_105_5_71746766,GM_Z_105_6_71746766,GM_Z_105_7_71746766,GM_X_105_8_71746766,GM_X_105_9_71746766,GM_Y_105_10_71746766,GM_X_105_11_71746766,GM_X_105_12_71746766,GM_Y_105_13_71746766,GM_X_105_14_71746766,GM_X_105_15_71746766,GM_Y_105_16_71746766,GM_X_105_17_71746766,GM_X_105_18_71746766,GM_Y_105_19_71746766,GM_X_105_20_71746766,GM_Y_105_21_71746766,,,,,,,,,,,,,,,
105,CE58675,South Napa Earthquake of 24 Aug 2014,6,"8.0 km (5.0 mi) SSW of Napa, CA",24/08/2014,03:20:44 PDT,MW,SS,11.3,2.3,-9999,0.045,0.045,1.26,0.1,0.046,0.004,0.001,0.145,72282711,GM_Z_105_1_72282711,GM_Z_105_2_72282711,GM_X_105_3_72282711,GM_X_105_4_72282711,GM_Y_105_5_72282711,GM_Z_105_6_72282711,GM_Z_105_7_72282711,GM_X_105_8_72282711,GM_X_105_9_72282711,GM_Y_105_10_72282711,GM_X_105_11_72282711,GM_X_105_12_72282711,GM_Y_105_13_72282711,GM_X_105_14_72282711,GM_X_105_15_72282711,GM_Y_105_16_72282711,GM_X_105_17_72282711,GM_X_105_18_72282711,GM_Y_105_19_72282711,GM_X_105_20_72282711,GM_Y_105_21_72282711,,,,,,,,,,,,,,,
105,CE58675,Piedmont Earthquake of 17 Aug 2015,4,"1.3km (0.8mi) N of Piedmont, CA",17/08/2015,06:49:17.320 AM PDT,MW,SS,4.8,9.7,-9999,0.044,0.044,1.77,0.1,0.096,0.009,0.001,0.128,72507396,GM_Z_105_1_72507396,GM_Z_105_2_72507396,GM_X_105_3_72507396,GM_X_105_4_72507396,GM_Y_105_5_72507396,GM_Z_105_6_72507396,GM_Z_105_7_72507396,GM_X_105_8_72507396,GM_X_105_9_72507396,GM_Y_105_10_72507396,GM_X_105_11_72507396,GM_X_105_12_72507396,GM_Y_105_13_72507396,GM_X_105_14_72507396,GM_X_105_15_72507396,GM_Y_105_16_72507396,GM_X_105_17_72507396,GM_X_105_18_72507396,GM_Y_105_19_72507396,GM_X_105_20_72507396,GM_Y_105_21_72507396,,,,,,,,,,,,,,,
105,CE58675,Berkeley Earthquake of 04 Jan 2018,4.4,"2.4km (1.5mi) SE of Berkeley, CA",04/01/2018,02:39:37.730 PST,MW,SS,12.3,64.4,-9999,0.005,0.005,0.58,0.1,0.008,0.013,0.001,0.024,72948801,GM_Z_105_1_72948801,GM_Z_105_2_72948801,GM_X_105_3_72948801,GM_X_105_4_72948801,GM_Y_105_5_72948801,GM_Z_105_6_72948801,GM_Z_105_7_72948801,GM_X_105_8_72948801,GM_X_105_9_72948801,GM_Y_105_10_72948801,GM_X_105_11_72948801,GM_X_105_12_72948801,GM_Y_105_13_72948801,GM_X_105_14_72948801,GM_X_105_15_72948801,GM_Y_105_16_72948801,GM_X_105_17_72948801,GM_X_105_18_72948801,GM_Y_105_19_72948801,GM_X_105_20_72948801,GM_Y_105_21_72948801,,,,,,,,,,,,,,,
105,CE58675,Oakland Earthquake of 14 May 2018,3.5,"2.6km (1.6mi) ENE of Oakland, CA",14/05/2018,19:18:35.000 PDT,MW,SS,8.8,57.6,-9999,0.006,0.005,0.47,0.1,0.01,0.007,0,0.017,73016050,GM_Z_105_1_73016050,GM_Z_105_2_73016050,GM_X_105_3_73016050,GM_X_105_4_73016050,GM_Y_105_5_73016050,GM_Z_105_6_73016050,GM_Z_105_7_73016050,GM_X_105_8_73016050,GM_X_105_9_73016050,GM_Y_105_10_73016050,GM_X_105_11_73016050,GM_X_105_12_73016050,GM_Y_105_13_73016050,GM_X_105_14_73016050,GM_X_105_15_73016050,GM_Y_105_16_73016050,GM_X_105_17_73016050,GM_X_105_18_73016050,GM_Y_105_19_73016050,GM_X_105_20_73016050,GM_Y_105_21_73016050,,,,,,,,,,,,,,,
105,CE58675,Piedmont Earthquake of 17 Jan 2019,3.4,"3 km (1.9 mi) NNW of Piedmont, CA",17/01/2019,06:11:07.620 PST,ML,SS,10.5,12.5,-9999,0.006,0.006,0.5,0.1,0.012,0.006,0,0.015,73133716,GM_Z_105_1_73133716,GM_Z_105_2_73133716,GM_X_105_3_73133716,GM_X_105_4_73133716,GM_Y_105_5_73133716,GM_Z_105_6_73133716,GM_Z_105_7_73133716,GM_X_105_8_73133716,GM_X_105_9_73133716,GM_Y_105_10_73133716,GM_X_105_11_73133716,GM_X_105_12_73133716,GM_Y_105_13_73133716,GM_X_105_14_73133716,GM_X_105_15_73133716,GM_Y_105_16_73133716,GM_X_105_17_73133716,GM_X_105_18_73133716,GM_Y_105_19_73133716,GM_X_105_20_73133716,GM_Y_105_21_73133716,,,,,,,,,,,,,,,
105,CE58675,Piedmont Earthquake of 16 Jan 2019,3.4,"3 km (1.9 mi) N of Piedmont, CA",16/01/2019,04:42:08.960 PST,MW,SS,11.7,36.5,36.5,0.019,0.019,1.67,0.5,0.033,0.039,0.005,0.069,73133456,GM_Z_105_1_73133456,GM_Z_105_2_73133456,GM_X_105_3_73133456,GM_X_105_4_73133456,GM_Y_105_5_73133456,GM_Z_105_6_73133456,GM_Z_105_7_73133456,GM_X_105_8_73133456,GM_X_105_9_73133456,GM_Y_105_10_73133456,GM_X_105_11_73133456,GM_X_105_12_73133456,GM_Y_105_13_73133456,GM_X_105_14_73133456,GM_X_105_15_73133456,GM_Y_105_16_73133456,GM_X_105_17_73133456,GM_X_105_18_73133456,GM_Y_105_19_73133456,GM_X_105_20_73133456,GM_Y_105_21_73133456,,,,,,,,,,,,,,,
106,CE58680,Berkeley Earthquake of 04 Jan 2018,4.4,"2.4km (1.5mi) SE of Berkeley, CA",04/01/2018,02:39:37.730 PST,MW,SS,12.3,23.4,-9999,0.018,0.018,1.54,0.2,0.027,0.014,0.001,0.047,72948801,GM_Z_106_1_72948801,GM_Z_106_2_72948801,GM_Z_106_3_72948801,GM_X_106_4_72948801,GM_Y_106_5_72948801,GM_Y_106_6_72948801,GM_X_106_7_72948801,GM_Y_106_8_72948801,GM_Y_106_9_72948801,GM_X_106_10_72948801,GM_Y_106_11_72948801,GM_Y_106_12_72948801,GM_X_106_13_72948801,GM_Y_106_14_72948801,GM_Y_106_15_72948801,GM_X_106_16_72948801,GM_Y_106_17_72948801,GM_Y_106_18_72948801,GM_X_106_19_72948801,GM_Y_106_20_72948801,GM_Y_106_21_72948801,GM_X_106_22_72948801,GM_Y_106_23_72948801,GM_Y_106_24_72948801,GM_X_106_25_72948801,GM_Y_106_26_72948801,GM_Y_106_27_72948801,GM_X_106_28_72948801,GM_Y_106_29_72948801,GM_Z_106_30_72948801,GM_X_106_31_72948801,GM_Y_106_32_72948801,,,,
107,CE58755,Alum Rock Area Earthquake of 30 Oct 2007,5.4,"5 mi NNE of Alum Rock, CA",30/10/2007,8:04:54 PM PDT,Mw,,9.2,4.5,-9999,0.043,0.043,2.13,0.3,0.061,0.025,0.002,0.1,40204628,"GM_(-x,-y)_107_1_40204628","GM_(-x,+y)_107_2_40204628","GM_(-x,-y)_107_3_40204628","GM_(-x,+y)_107_4_40204628",GM_X_107_5_40204628,"GM_(-x,+y)_107_6_40204628",GM_X_107_7_40204628,"GM_(-x,-y)_107_8_40204628","GM_(-x,+y)_107_9_40204628",GM_X_107_10_40204628,"GM_(-x,+y)_107_11_40204628","GM_(-x,-y)_107_12_40204628",,,,,,,,,,,,,,,,,,,,,,,,
107,CE58755,Bolinas Earthquake of 17 Aug 1999,5,"Bolinas, CA",17/08/1999,06:06:18 PM PDT,Ml,,7,91.8,-9999,0.01,0.01,0.45,0.1,0.029,0.005,0.001,0.025,21044694,"GM_(-x,-y)_107_1_21044694","GM_(-x,+y)_107_2_21044694","GM_(-x,-y)_107_3_21044694","GM_(-x,+y)_107_4_21044694",GM_X_107_5_21044694,"GM_(-x,+y)_107_6_21044694",GM_X_107_7_21044694,"GM_(-x,-y)_107_8_21044694","GM_(-x,+y)_107_9_21044694",GM_X_107_10_21044694,"GM_(-x,+y)_107_11_21044694","GM_(-x,-y)_107_12_21044694",,,,,,,,,,,,,,,,,,,,,,,,
107,CE58755,South Napa Earthquake of 24 Aug 2014,6,"8.0 km (5.0 mi) SSW of Napa, CA",24/08/2014,03:20:44 PDT,MW,SS,11.3,22.6,-9999,0.036,0.036,1.76,0.2,0.099,0.008,0.001,0.107,72282711,"GM_(-x,-y)_107_1_72282711","GM_(-x,+y)_107_2_72282711","GM_(-x,-y)_107_3_72282711","GM_(-x,+y)_107_4_72282711",GM_X_107_5_72282711,"GM_(-x,+y)_107_6_72282711",GM_X_107_7_72282711,"GM_(-x,-y)_107_8_72282711","GM_(-x,+y)_107_9_72282711",GM_X_107_10_72282711,"GM_(-x,+y)_107_11_72282711","GM_(-x,-y)_107_12_72282711",,,,,,,,,,,,,,,,,,,,,,,,
108,CE58768,Berkeley Earthquake of 04 Sep 2003,3.9,"3 mi ESE of Berkeley, CA",04/09/2003,18:39:53 PDT,Ml,SS,12.2,40.4,-9999,0.01,0.01,0.77,0.1,0.026,0.016,0.001,0.03,40146204,GM_Z_108_1_40146204,GM_Z_108_2_40146204,GM_Y_108_3_40146204,GM_Y_108_4_40146204,GM_X_108_5_40146204,GM_Y_108_6_40146204,GM_Y_108_7_40146204,GM_X_108_8_40146204,GM_Y_108_9_40146204,GM_X_108_10_40146204,GM_Y_108_11_40146204,,,,,,,,,,,,,,,,,,,,,,,,,
108,CE58768,Gilroy Earthquake of 13 May 2002,4.9,"3 mi. SW of Gilroy, CA",13/05/2002,10:00:29 PM PDT,Ml,SS,7.6,80.6,-9999,0.012,0.012,0.77,0.1,0.04,0.007,0.001,0.047,40133364,GM_Z_108_1_40133364,GM_Z_108_2_40133364,GM_Y_108_3_40133364,GM_Y_108_4_40133364,GM_X_108_5_40133364,GM_Y_108_6_40133364,GM_Y_108_7_40133364,GM_X_108_8_40133364,GM_Y_108_9_40133364,GM_X_108_10_40133364,GM_Y_108_11_40133364,,,,,,,,,,,,,,,,,,,,,,,,,
108,CE58768,Glen Ellen Earthquake of 02 Aug 2006,4.4,"3 mi W of Glen Ellen, CA",02/08/2006,8:08:12 PM PDT,Ml,SS,9.1,18.7,-9999,0.014,0.013,0.59,0.1,0.025,0.004,0,0.039,40187964,GM_Z_108_1_40187964,GM_Z_108_2_40187964,GM_Y_108_3_40187964,GM_Y_108_4_40187964,GM_X_108_5_40187964,GM_Y_108_6_40187964,GM_Y_108_7_40187964,GM_X_108_8_40187964,GM_Y_108_9_40187964,GM_X_108_10_40187964,GM_Y_108_11_40187964,,,,,,,,,,,,,,,,,,,,,,,,,
108,CE58768,Lafayette Earthquake of 01 Mar 2007,4.2,"1 mi NE of Lafayette, CA",01/03/2007,8:40:00 PM PST,ML,,16.6,7.4,-9999,0.017,0.017,0.99,0.1,0.032,0.014,0.001,0.068,40194055,GM_Z_108_1_40194055,GM_Z_108_2_40194055,GM_Y_108_3_40194055,GM_Y_108_4_40194055,GM_X_108_5_40194055,GM_Y_108_6_40194055,GM_Y_108_7_40194055,GM_X_108_8_40194055,GM_Y_108_9_40194055,GM_X_108_10_40194055,GM_Y_108_11_40194055,,,,,,,,,,,,,,,,,,,,,,,,,
108,CE58768,Piedmont Earthquake of 20 Dec 2006,3.7,"3 mi N of Piedmont, CA",20/12/2006,7:12:28 PM PST,Ml,,9,60.3,-9999,0.012,0.011,0.79,0.1,0.023,0.012,0.001,0.044,51177042,GM_Z_108_1_51177042,GM_Z_108_2_51177042,GM_Y_108_3_51177042,GM_Y_108_4_51177042,GM_X_108_5_51177042,GM_Y_108_6_51177042,GM_Y_108_7_51177042,GM_X_108_8_51177042,GM_Y_108_9_51177042,GM_X_108_10_51177042,GM_Y_108_11_51177042,,,,,,,,,,,,,,,,,,,,,,,,,
108,CE58768,Piedmont Area Earthquake of 20 Jul 2007,4.2,"3 mi ESE of Piedmont, CA",20/07/2007,4:42:22 AM PDT,Mw,,5.8,38.2,-9999,0.008,0.008,0.52,0.1,0.024,0.008,0,0.046,40199209,GM_Z_108_1_40199209,GM_Z_108_2_40199209,GM_Y_108_3_40199209,GM_Y_108_4_40199209,GM_X_108_5_40199209,GM_Y_108_6_40199209,GM_Y_108_7_40199209,GM_X_108_8_40199209,GM_Y_108_9_40199209,GM_X_108_10_40199209,GM_Y_108_11_40199209,,,,,,,,,,,,,,,,,,,,,,,,,
108,CE58768,Alum Rock Area Earthquake of 30 Oct 2007,5.4,"5 mi NNE of Alum Rock, CA",30/10/2007,8:04:54 PM PDT,Mw,,9.2,110.4,-9999,0.006,0.006,0.38,0.1,0.02,0.003,0,0.043,40204628,GM_Z_108_1_40204628,GM_Z_108_2_40204628,GM_Y_108_3_40204628,GM_Y_108_4_40204628,GM_X_108_5_40204628,GM_Y_108_6_40204628,GM_Y_108_7_40204628,GM_X_108_8_40204628,GM_Y_108_9_40204628,GM_X_108_10_40204628,GM_Y_108_11_40204628,,,,,,,,,,,,,,,,,,,,,,,,,
108,CE58768,Bolinas Earthquake of 17 Aug 1999,5,"Bolinas, CA",17/08/1999,06:06:18 PM PDT,Ml,,7,78.6,-9999,0.005,0.004,0.17,0,0.007,0.001,0,0.016,21044694,GM_Z_108_1_21044694,GM_Z_108_2_21044694,GM_Y_108_3_21044694,GM_Y_108_4_21044694,GM_X_108_5_21044694,GM_Y_108_6_21044694,GM_Y_108_7_21044694,GM_X_108_8_21044694,GM_Y_108_9_21044694,GM_X_108_10_21044694,GM_Y_108_11_21044694,,,,,,,,,,,,,,,,,,,,,,,,,
108,CE58768,Yountville Earthquake of 03 Sep 2000,5.2,"3 mi WSW of Yountville, CA",03/09/2000,1:36:30 AM PDT,ML,,9.4,6.8,-9999,0.044,0.045,1.47,0.1,0.072,0.005,0.001,0.057,51101203,GM_Z_108_1_51101203,GM_Z_108_2_51101203,GM_Y_108_3_51101203,GM_Y_108_4_51101203,GM_X_108_5_51101203,GM_Y_108_6_51101203,GM_Y_108_7_51101203,GM_X_108_8_51101203,GM_Y_108_9_51101203,GM_X_108_10_51101203,GM_Y_108_11_51101203,,,,,,,,,,,,,,,,,,,,,,,,,
108,CE58768,Alamo Earthquake of 05 Sep 2008,4,"2 mi ENE of Alamo, CA",05/09/2008,9:00:15 PM PDT,Mw,,16.2,14,-9999,0.016,0.016,0.64,0.1,0.033,0.004,0.001,0.041,51207740,GM_Z_108_1_51207740,GM_Z_108_2_51207740,GM_Y_108_3_51207740,GM_Y_108_4_51207740,GM_X_108_5_51207740,GM_Y_108_6_51207740,GM_Y_108_7_51207740,GM_X_108_8_51207740,GM_Y_108_9_51207740,GM_X_108_10_51207740,GM_Y_108_11_51207740,,,,,,,,,,,,,,,,,,,,,,,,,
108,CE58768,Berkeley Earthquake of 20 Oct 2011,4,"2.4 km (1.5 mi) ESE of Berkeley, CA",20/10/2011,2:41:04 PM PDT,Mw,SS,8,46.2,46.2,0.016,0.016,1.68,0.4,0.045,0.025,0.004,0.116,71667366,GM_Z_108_1_71667366,GM_Z_108_2_71667366,GM_Y_108_3_71667366,GM_Y_108_4_71667366,GM_X_108_5_71667366,GM_Y_108_6_71667366,GM_Y_108_7_71667366,GM_X_108_8_71667366,GM_Y_108_9_71667366,GM_X_108_10_71667366,GM_Y_108_11_71667366,,,,,,,,,,,,,,,,,,,,,,,,,
108,CE58768,Berkeley Earthquake of 20 Oct 2011,3.8,"2.0 km (1.3 mi) E of Berkeley, CA",20/10/2011,8:16:05 PM PDT,Mw,SS,9.6,5,-9999,0.047,0.047,2.08,0.3,0.068,0.016,0.002,0.108,71667591,GM_Z_108_1_71667591,GM_Z_108_2_71667591,GM_Y_108_3_71667591,GM_Y_108_4_71667591,GM_X_108_5_71667591,GM_Y_108_6_71667591,GM_Y_108_7_71667591,GM_X_108_8_71667591,GM_Y_108_9_71667591,GM_X_108_10_71667591,GM_Y_108_11_71667591,,,,,,,,,,,,,,,,,,,,,,,,,
108,CE58768,Berkeley Earthquake of 27 Oct 2011,3.6,"2.0 km (1.3 mi) E of Berkeley, CA",27/10/2011,5:36:44 AM PDT,ML,SS,9.7,5.7,-9999,0.057,0.056,1.66,0.2,0.061,0.013,0.001,0.065,71671256,GM_Z_108_1_71671256,GM_Z_108_2_71671256,GM_Y_108_3_71671256,GM_Y_108_4_71671256,GM_X_108_5_71671256,GM_Y_108_6_71671256,GM_Y_108_7_71671256,GM_X_108_8_71671256,GM_Y_108_9_71671256,GM_X_108_10_71671256,GM_Y_108_11_71671256,,,,,,,,,,,,,,,,,,,,,,,,,
108,CE58768,El Cerrito Earthquake of 05 Mar 2012,4,"1.4 km (0.9 mi) N of El Cerrito, CA",05/03/2012,5:33:19 AM PST,ML,ALL,9.2,6.2,-9999,0.022,0.021,0.62,0,0.015,0.001,0,0.039,71746766,GM_Z_108_1_71746766,GM_Z_108_2_71746766,GM_Y_108_3_71746766,GM_Y_108_4_71746766,GM_X_108_5_71746766,GM_Y_108_6_71746766,GM_Y_108_7_71746766,GM_X_108_8_71746766,GM_Y_108_9_71746766,GM_X_108_10_71746766,GM_Y_108_11_71746766,,,,,,,,,,,,,,,,,,,,,,,,,
108,CE58768,South Napa Earthquake of 24 Aug 2014,6,"8.0 km (5.0 mi) SSW of Napa, CA",24/08/2014,03:20:44 PDT,MW,SS,11.3,5.7,-9999,0.016,0.016,0.36,0,0.006,0.001,0,0.015,72282711,GM_Z_108_1_72282711,GM_Z_108_2_72282711,GM_Y_108_3_72282711,GM_Y_108_4_72282711,GM_X_108_5_72282711,GM_Y_108_6_72282711,GM_Y_108_7_72282711,GM_X_108_8_72282711,GM_Y_108_9_72282711,GM_X_108_10_72282711,GM_Y_108_11_72282711,,,,,,,,,,,,,,,,,,,,,,,,,
108,CE58768,Piedmont Earthquake of 17 Aug 2015,4,"1.3km (0.8mi) N of Piedmont, CA",17/08/2015,06:49:17.320 AM PDT,MW,SS,4.8,6.3,-9999,0.012,0.011,0.39,0,0.013,0.001,0,0.019,72507396,GM_Z_108_1_72507396,GM_Z_108_2_72507396,GM_Y_108_3_72507396,GM_Y_108_4_72507396,GM_X_108_5_72507396,GM_Y_108_6_72507396,GM_Y_108_7_72507396,GM_X_108_8_72507396,GM_Y_108_9_72507396,GM_X_108_10_72507396,GM_Y_108_11_72507396,,,,,,,,,,,,,,,,,,,,,,,,,
108,CE58768,Berkeley Earthquake of 04 Jan 2018,4.4,"2.4km (1.5mi) SE of Berkeley, CA",04/01/2018,02:39:37.730 PST,MW,SS,12.3,15.7,-9999,0.013,0.013,1.45,0.2,0.029,0.03,0.001,0.065,72948801,GM_Z_108_1_72948801,GM_Z_108_2_72948801,GM_Y_108_3_72948801,GM_Y_108_4_72948801,GM_X_108_5_72948801,GM_Y_108_6_72948801,GM_Y_108_7_72948801,GM_X_108_8_72948801,GM_Y_108_9_72948801,GM_X_108_10_72948801,GM_Y_108_11_72948801,,,,,,,,,,,,,,,,,,,,,,,,,
108,CE58768,Colma Earthquake of 05 Oct 2019,3.5,"5 km (3.125 mi) WSW of Colma, CA",05/10/2019,08:41:06.700 PDT,MW,,7.5,88.2,-9999,0.005,0.005,0.5,0.1,0.01,0.006,0.001,0.016,73286930,GM_Z_108_1_73286930,GM_Z_108_2_73286930,GM_Y_108_3_73286930,GM_Y_108_4_73286930,GM_X_108_5_73286930,GM_Y_108_6_73286930,GM_Y_108_7_73286930,GM_X_108_8_73286930,GM_Y_108_9_73286930,GM_X_108_10_73286930,GM_Y_108_11_73286930,,,,,,,,,,,,,,,,,,,,,,,,,
108,CE58768,Pleasant Hill Earthquake of 14 Oct 2019,4.5,"1 km (0.625 mi) SSE of Pleasant Hill, CA",14/10/2019,22:33:42.810 PDT,MW,,14,13.9,-9999,0.108,0.107,3.56,0.2,0.114,0.01,0.001,0.196,73291880,GM_Z_108_1_73291880,GM_Z_108_2_73291880,GM_Y_108_3_73291880,GM_Y_108_4_73291880,GM_X_108_5_73291880,GM_Y_108_6_73291880,GM_Y_108_7_73291880,GM_X_108_8_73291880,GM_Y_108_9_73291880,GM_X_108_10_73291880,GM_Y_108_11_73291880,,,,,,,,,,,,,,,,,,,,,,,,,
109,CE58776,Gilroy Earthquake of 13 May 2002,4.9,"3 mi. SW of Gilroy, CA",13/05/2002,10:00:29 PM PDT,Ml,SS,7.6,36.1,-9999,0.006,0.006,0.66,0.4,0.017,0.007,0.003,0.021,40133364,GM_Z_109_1_40133364,GM_Y_109_2_40133364,GM_X_109_3_40133364,GM_Y_109_4_40133364,GM_X_109_5_40133364,GM_Y_109_6_40133364,GM_Y_109_7_40133364,GM_Y_109_8_40133364,GM_X_109_9_40133364,GM_Y_109_10_40133364,GM_Y_109_11_40133364,GM_X_109_12_40133364,,,,,,,,,,,,,,,,,,,,,,,,
