Station,Event,Sensor File,Peak Acceleration (cm/s²),Peak Velocity (cm/s),Arias Intensity (m/s)
24713,Encino Earthquake of 17 Mar 2014,GM_Y_54_6_15476961.V2,12.721,0.667,0.002898876570250454
24713,Encino Earthquake of 17 Mar 2014,GM_Y_54_14_15476961.V2,38.073,2.11,0.019610591002542966
24713,Encino Earthquake of 17 Mar 2014,GM_Y_54_4_15476961.V2,12.439,0.523,0.001139495121513498
24713,Encino Earthquake of 17 Mar 2014,GM_X_54_2_15476961.V2,10.873,0.419,0.0012270646220552957
24713,Encino Earthquake of 17 Mar 2014,GM_X_54_13_15476961.V2,17.288,1.158,0.010536881156041566
24713,Encino Earthquake of 17 Mar 2014,GM_X_54_8_15476961.V2,12.195,0.473,0.0021586705340781165
24713,Encino Earthquake of 17 Mar 2014,GM_Y_54_7_15476961.V2,14.93,0.616,0.001976551414535529
24713,Encino Earthquake of 17 Mar 2014,GM_X_54_15_15476961.V2,18.884,0.961,0.007699000997009794
24713,Encino Earthquake of 17 Mar 2014,GM_Y_54_10_15476961.V2,15.963,1.435,0.007102386006027105
24713,Borrego Springs Area  Earthquake of 07 Jul 2010,GM_X_54_8_10736069.V2,9.559,0.816,0.0032122316936349926
24713,Borrego Springs Area  Earthquake of 07 Jul 2010,GM_Y_54_7_10736069.V2,7.187,0.626,0.001765291963815875
24713,Borrego Springs Area  Earthquake of 07 Jul 2010,GM_X_54_15_10736069.V2,21.199,2.683,0.025939752058028155
24713,Borrego Springs Area  Earthquake of 07 Jul 2010,GM_Y_54_10_10736069.V2,12.342,1.364,0.014094421100657941
24713,Borrego Springs Area  Earthquake of 07 Jul 2010,GM_X_54_2_10736069.V2,8.023,0.472,0.0009543820264511041
24713,Borrego Springs Area  Earthquake of 07 Jul 2010,GM_X_54_13_10736069.V2,23.997,2.648,0.027217634425800934
24713,Borrego Springs Area  Earthquake of 07 Jul 2010,GM_Y_54_4_10736069.V2,5.027,0.483,0.0006156957329627074
24713,Borrego Springs Area  Earthquake of 07 Jul 2010,GM_Z_54_1_10736069.V2,2.615,0.26,0.0002521031428600791
24713,Borrego Springs Area  Earthquake of 07 Jul 2010,GM_Y_54_11_10736069.V2,13.413,1.362,0.010891430869047784
24713,Borrego Springs Area  Earthquake of 07 Jul 2010,GM_Y_54_3_10736069.V2,4.772,0.49,0.0005904733694048505
24713,Borrego Springs Area  Earthquake of 07 Jul 2010,GM_Y_54_6_10736069.V2,6.836,0.704,0.0023273320191665456
24713,Borrego Springs Area  Earthquake of 07 Jul 2010,GM_Y_54_14_10736069.V2,24.273,1.703,0.02012893832383616
24713,Borrego Springs Area  Earthquake of 07 Jul 2010,GM_X_54_12_10736069.V2,20.935,2.54,0.022731534271396934
24713,Borrego Springs Area  Earthquake of 07 Jul 2010,GM_Y_54_5_10736069.V2,4.322,0.36,0.0005354498168375979
24713,Borrego Springs Area  Earthquake of 07 Jul 2010,GM_Y_54_9_10736069.V2,15.77,1.445,0.0145647888694548
24713,South El Monte Earthquake of 18 Sep 2020,GM_X_54_13_38695658.V2,82.174,4.668,0.05497386797821185
24713,South El Monte Earthquake of 18 Sep 2020,GM_X_54_2_38695658.V2,40.386,1.193,0.005580938471040242
24713,South El Monte Earthquake of 18 Sep 2020,GM_Y_54_10_38695658.V2,51.049,4.21,0.035577721539254474
24713,South El Monte Earthquake of 18 Sep 2020,GM_X_54_15_38695658.V2,96.746,4.534,0.031325583750763254
24713,South El Monte Earthquake of 18 Sep 2020,GM_Y_54_7_38695658.V2,51.421,2.093,0.011592927226133273
24713,South El Monte Earthquake of 18 Sep 2020,GM_X_54_8_38695658.V2,49.936,1.758,0.011406883320957503
24713,South El Monte Earthquake of 18 Sep 2020,GM_Y_54_9_38695658.V2,86.372,5.032,0.05408149998873673
24713,South El Monte Earthquake of 18 Sep 2020,GM_X_54_12_38695658.V2,43.341,3.336,0.024058939641662308
24713,South El Monte Earthquake of 18 Sep 2020,GM_Y_54_14_38695658.V2,147.322,8.151,0.13198133270539486
24713,South El Monte Earthquake of 18 Sep 2020,GM_Y_54_3_38695658.V2,41.313,1.416,0.004465014379057835
24713,South El Monte Earthquake of 18 Sep 2020,GM_Z_54_1_38695658.V2,14.199,0.456,0.00220324044836221
24713,South El Monte Earthquake of 18 Sep 2020,GM_Y_54_11_38695658.V2,69.299,4.221,0.05790922820178422
24713,Chino Hills Earthquake of 29 Jul 2008,GM_X_54_2_14383980.V2,126.607,9.024,0.062081294911508385
24713,Chino Hills Earthquake of 29 Jul 2008,GM_X_54_13_14383980.V2,304.034,24.537,1.3514241769686102
24713,Chino Hills Earthquake of 29 Jul 2008,GM_Y_54_4_14383980.V2,32.704,2.017,0.0164862173520272
24713,Chino Hills Earthquake of 29 Jul 2008,GM_X_54_8_14383980.V2,175.929,13.077,0.2410441348482946
24713,Chino Hills Earthquake of 29 Jul 2008,GM_Y_54_7_14383980.V2,57.306,4.249,0.0483131433256472
24713,Chino Hills Earthquake of 29 Jul 2008,GM_X_54_15_14383980.V2,377.911,28.093,1.162375453082815
24713,Chino Hills Earthquake of 29 Jul 2008,GM_Y_54_10_14383980.V2,133.151,9.542,0.35434084551844314
24713,Chino Hills Earthquake of 29 Jul 2008,GM_X_54_12_14383980.V2,275.198,24.387,0.8148678795784738
24713,Chino Hills Earthquake of 29 Jul 2008,GM_Y_54_5_14383980.V2,26.45,2.242,0.012066164514718326
24713,Chino Hills Earthquake of 29 Jul 2008,GM_Y_54_9_14383980.V2,214.089,13.356,0.4817618477088841
24713,Chino Hills Earthquake of 29 Jul 2008,GM_Z_54_1_14383980.V2,16.704,1.238,0.006326866474892867
24713,Chino Hills Earthquake of 29 Jul 2008,GM_Y_54_11_14383980.V2,182.932,13.097,0.4823314943129953
24713,Chino Hills Earthquake of 29 Jul 2008,GM_Y_54_3_14383980.V2,31.7,1.914,0.01575366561165766
24713,Chino Hills Earthquake of 29 Jul 2008,GM_Y_54_6_14383980.V2,64.967,3.941,0.06579683722601397
24713,Chino Hills Earthquake of 29 Jul 2008,GM_Y_54_14_14383980.V2,172.705,12.066,0.66512384339718
24588,399,GM_X_47_16_39322767.V2,20.161,0.811,0.0034856111874593176
24588,399,GM_Z_47_6_39322767.V2,4.069,0.118,0.00012726159676221607
24588,399,GM_X_47_2_39322767.V2,7.899,0.254,0.00026587904459115277
24588,399,GM_X_47_7_39322767.V2,10.218,0.288,0.0004741946417112042
24588,399,GM_Y_47_8_39322767.V2,12.504,0.816,0.0012200012135676992
24588,399,GM_X_47_13_39322767.V2,42.042,1.972,0.016328065434928866
24588,399,GM_X_47_10_39322767.V2,8.674,0.567,0.001331138486795753
24588,399,GM_Y_47_15_39322767.V2,146.824,8.112,0.12444399719664936
24588,399,GM_Y_47_9_39322767.V2,13.339,0.802,0.001661407864346057
24588,399,GM_Y_47_17_39322767.V2,25.615,1.134,0.0038251460609574515
24588,399,GM_Y_47_5_39322767.V2,10.405,0.615,0.0008218048609609247
24588,399,GM_Y_47_12_39322767.V2,27.24,1.464,0.005617896595091334
24588,399,GM_Y_47_18_39322767.V2,25.641,1.134,0.0043829356678320615
24588,399,GM_Z_47_4_39322767.V2,5.675,0.188,0.00019561193982985776
24588,399,GM_Y_47_11_39322767.V2,25.823,1.285,0.0038270702476555047
24588,399,GM_Y_47_3_39322767.V2,10.522,0.655,0.0006513826007450526
24588,399,GM_Y_47_14_39322767.V2,71.522,4.329,0.05634843307340028
24588,399,GM_Z_47_1_39322767.V2,5.408,0.463,0.00022004614116227433
24588,South El Monte Earthquake of 18 Sep 2020,GM_Z_47_6_38695658.V2,26.12,0.61,0.002518519560692307
24588,South El Monte Earthquake of 18 Sep 2020,GM_X_47_16_38695658.V2,21.745,0.987,0.006509649577705944
24588,South El Monte Earthquake of 18 Sep 2020,GM_X_47_2_38695658.V2,39.847,1.148,0.0025258179403488106
24588,South El Monte Earthquake of 18 Sep 2020,GM_X_47_7_38695658.V2,53.518,1.385,0.003927729352897215
24588,South El Monte Earthquake of 18 Sep 2020,GM_X_47_13_38695658.V2,104.609,3.564,0.06528385076253261
24588,South El Monte Earthquake of 18 Sep 2020,GM_Y_47_8_38695658.V2,46.005,2.234,0.008958915145045675
24588,South El Monte Earthquake of 18 Sep 2020,GM_X_47_10_38695658.V2,27.227,1.035,0.005883061241689658
24588,South El Monte Earthquake of 18 Sep 2020,GM_Y_47_15_38695658.V2,140.442,8.815,0.307908721765991
24588,South El Monte Earthquake of 18 Sep 2020,GM_Y_47_9_38695658.V2,30.933,1.575,0.007193010976791901
24588,South El Monte Earthquake of 18 Sep 2020,GM_Y_47_17_38695658.V2,42.593,3.007,0.012402731178230065
24588,South El Monte Earthquake of 18 Sep 2020,GM_Y_47_12_38695658.V2,51.656,2.978,0.019991753340101514
24588,South El Monte Earthquake of 18 Sep 2020,GM_Y_47_5_38695658.V2,73.082,1.248,0.0047166691124393536
24588,South El Monte Earthquake of 18 Sep 2020,GM_Z_47_4_38695658.V2,21.994,0.576,0.0025453282575801464
24588,South El Monte Earthquake of 18 Sep 2020,GM_Y_47_18_38695658.V2,51.254,2.937,0.013648979358912532
24588,South El Monte Earthquake of 18 Sep 2020,GM_Y_47_11_38695658.V2,56.086,3.131,0.025112765402184906
24588,South El Monte Earthquake of 18 Sep 2020,GM_Y_47_14_38695658.V2,283.723,13.673,0.4844755068580531
24588,South El Monte Earthquake of 18 Sep 2020,GM_Y_47_3_38695658.V2,34.692,1.715,0.004863843332429443
24588,Pacoima Earthquake of 30 Jul 2020,GM_X_47_10_39322287.V2,31.325,1.676,0.00841397048140742
24588,Pacoima Earthquake of 30 Jul 2020,GM_Y_47_15_39322287.V2,150.414,7.449,0.13132850528344941
24588,Pacoima Earthquake of 30 Jul 2020,GM_Z_47_6_39322287.V2,18.952,0.505,0.00153693734320301
24588,Pacoima Earthquake of 30 Jul 2020,GM_X_47_16_39322287.V2,44.863,2.01,0.010414932903356622
24588,Pacoima Earthquake of 30 Jul 2020,GM_X_47_2_39322287.V2,21.838,0.752,0.0021129837546541345
24588,Pacoima Earthquake of 30 Jul 2020,GM_X_47_7_39322287.V2,26.003,0.861,0.0029671324089179706
24588,Pacoima Earthquake of 30 Jul 2020,GM_X_47_13_39322287.V2,124.891,5.63,0.0761863116988722
24588,Pacoima Earthquake of 30 Jul 2020,GM_Y_47_8_39322287.V2,26.104,0.782,0.0026988619923625523
24588,Pacoima Earthquake of 30 Jul 2020,GM_Z_47_4_39322287.V2,24.232,0.502,0.0015869121774630358
24588,Pacoima Earthquake of 30 Jul 2020,GM_Y_47_18_39322287.V2,23.542,1.218,0.008182219801627894
24588,Pacoima Earthquake of 30 Jul 2020,GM_Y_47_11_39322287.V2,22.785,1.483,0.005802212868898744
24588,Pacoima Earthquake of 30 Jul 2020,GM_Y_47_14_39322287.V2,75.796,3.831,0.07211703653231
24588,Pacoima Earthquake of 30 Jul 2020,GM_Y_47_3_39322287.V2,20.586,0.674,0.0015842896201572467
24588,Pacoima Earthquake of 30 Jul 2020,GM_Z_47_1_39322287.V2,18.457,0.5,0.0016969493332707618
24588,Pacoima Earthquake of 30 Jul 2020,GM_Y_47_9_39322287.V2,26.758,1.036,0.004681600913126372
24588,Pacoima Earthquake of 30 Jul 2020,GM_Y_47_17_39322287.V2,26.398,1.236,0.00794012349821076
24588,Pacoima Earthquake of 30 Jul 2020,GM_Y_47_12_39322287.V2,33.962,1.615,0.009666041055990119
24588,Pacoima Earthquake of 30 Jul 2020,GM_Y_47_5_39322287.V2,23.266,0.692,0.0025958687766784944
23555,Devore Earthquake of 29 Dec 2015,GM_X_25_18_37507576.V2,45.7,2.743,0.024879435535635205
23555,Devore Earthquake of 29 Dec 2015,GM_Y_25_8_37507576.V2,45.403,2.071,0.007131110096913934
23555,Devore Earthquake of 29 Dec 2015,GM_Y_25_26_37507576.V2,29.542,2.116,0.007480909955960983
23555,Devore Earthquake of 29 Dec 2015,GM_Z_25_3_37507576.V2,16.182,0.598,0.002318617024028748
23555,Devore Earthquake of 29 Dec 2015,GM_X_25_14_37507576.V2,37.841,1.289,0.003926281540267491
23555,Devore Earthquake of 29 Dec 2015,GM_Z_25_29_37507576.V2,25.673,0.879,0.008608623458886012
23555,Devore Earthquake of 29 Dec 2015,GM_Y_25_23_37507576.V2,32.874,2.181,0.010174297679998088
23555,Devore Earthquake of 29 Dec 2015,GM_Y_25_20_37507576.V2,32.983,2.252,0.014283990698407944
23555,Devore Earthquake of 29 Dec 2015,GM_Z_25_5_37507576.V2,10.495,0.411,0.001673917059296801
23555,Devore Earthquake of 29 Dec 2015,GM_Y_25_12_37507576.V2,54.118,2.244,0.00932044504286212
23555,Devore Earthquake of 29 Dec 2015,GM_Z_25_11_37507576.V2,10.257,0.404,0.00174784518900863
23555,Devore Earthquake of 29 Dec 2015,GM_Z_25_9_37507576.V2,17.527,0.648,0.0028060395858609693
23555,Devore Earthquake of 29 Dec 2015,GM_X_25_4_37507576.V2,40.878,1.368,0.004719822438759555
23555,Devore Earthquake of 29 Dec 2015,GM_Y_25_2_37507576.V2,44.291,2.03,0.006913247065538912
23555,Devore Earthquake of 29 Dec 2015,GM_Y_25_30_37507576.V2,54.897,4.303,0.03136527035524379
23555,Devore Earthquake of 29 Dec 2015,GM_Y_25_25_37507576.V2,36.881,1.73,0.010724228211466558
23555,Devore Earthquake of 29 Dec 2015,GM_Y_25_17_37507576.V2,49.764,3.17,0.03982954865043694
23555,Devore Earthquake of 29 Dec 2015,GM_Z_25_7_37507576.V2,11.935,0.473,0.001775939464609601
23555,Devore Earthquake of 29 Dec 2015,GM_Y_25_22_37507576.V2,43.38,2.101,0.014512656767991171
23555,Devore Earthquake of 29 Dec 2015,GM_X_25_27_37507576.V2,17.518,1.573,0.004786451088408146
23555,Devore Earthquake of 29 Dec 2015,GM_Y_25_19_37507576.V2,78.122,3.234,0.028191979146641875
23555,Devore Earthquake of 29 Dec 2015,GM_Y_25_32_37507576.V2,62.992,3.31,0.03652797313111729
23555,Devore Earthquake of 29 Dec 2015,GM_X_25_10_37507576.V2,43.733,1.431,0.003791369488375975
23555,Devore Earthquake of 29 Dec 2015,GM_Y_25_15_37507576.V2,55.186,2.293,0.010165782726294178
23555,Devore Earthquake of 29 Dec 2015,GM_Z_25_1_37507576.V2,12.206,0.459,0.0016439709946619672
23555,Devore Earthquake of 29 Dec 2015,GM_X_25_21_37507576.V2,36.741,1.438,0.00894936685218184
23555,Devore Earthquake of 29 Dec 2015,GM_X_25_16_37507576.V2,55.076,1.722,0.004629383433637287
23555,Devore Earthquake of 29 Dec 2015,GM_Y_25_6_37507576.V2,52.556,2.201,0.009082799019973577
23555,Devore Earthquake of 29 Dec 2015,GM_Y_25_28_37507576.V2,44.844,2.054,0.009913539114227555
23555,Devore Earthquake of 29 Dec 2015,GM_X_25_24_37507576.V2,22.079,1.196,0.004947660684477349
23555,Devore Earthquake of 29 Dec 2015,GM_Y_25_13_37507576.V2,52.275,2.364,0.010357693355688235
23555,Devore Earthquake of 29 Dec 2015,GM_X_25_31_37507576.V2,29.002,2.408,0.019872244570236335
23555,Borrego Springs Earthquake of 10 Jun 2016,GM_X_25_18_37374687.V2,18.636,1.636,0.010990851249498746
23555,Borrego Springs Earthquake of 10 Jun 2016,GM_Y_25_26_37374687.V2,9.202,1.442,0.004674985554097877
23555,Borrego Springs Earthquake of 10 Jun 2016,GM_Y_25_8_37374687.V2,9.527,0.761,0.001569309773256044
23555,Borrego Springs Earthquake of 10 Jun 2016,GM_X_25_14_37374687.V2,9.28,0.85,0.0016588209030044504
23555,Borrego Springs Earthquake of 10 Jun 2016,GM_Z_25_29_37374687.V2,7.675,0.422,0.001247013048816868
23555,Borrego Springs Earthquake of 10 Jun 2016,GM_Y_25_23_37374687.V2,13.299,1.193,0.004915077088513174
23555,Borrego Springs Earthquake of 10 Jun 2016,GM_Z_25_5_37374687.V2,4.669,0.274,0.0004079516865131478
23555,Borrego Springs Earthquake of 10 Jun 2016,GM_Y_25_20_37374687.V2,14.517,1.227,0.006129566505439482
23555,Borrego Springs Earthquake of 10 Jun 2016,GM_Y_25_12_37374687.V2,10.207,0.75,0.001903371029967357
23555,Borrego Springs Earthquake of 10 Jun 2016,GM_Z_25_11_37374687.V2,4.846,0.282,0.00042309195561420794
23555,Borrego Springs Earthquake of 10 Jun 2016,GM_Y_25_2_37374687.V2,9.359,0.762,0.0015266533823350456
23555,Borrego Springs Earthquake of 10 Jun 2016,GM_Z_25_9_37374687.V2,3.874,0.33,0.00047634258972065066
23555,Borrego Springs Earthquake of 10 Jun 2016,GM_X_25_4_37374687.V2,8.188,0.825,0.0013654418731031714
23555,Borrego Springs Earthquake of 10 Jun 2016,GM_Y_25_30_37374687.V2,24.012,2.626,0.015789333650568498
23555,Borrego Springs Earthquake of 10 Jun 2016,GM_Y_25_25_37374687.V2,12.967,1.666,0.005795158298012162
23555,Borrego Springs Earthquake of 10 Jun 2016,GM_Y_25_17_37374687.V2,24.505,1.773,0.014420119067190765
23555,Borrego Springs Earthquake of 10 Jun 2016,GM_Y_25_22_37374687.V2,11.396,1.074,0.005274791314079482
23555,Borrego Springs Earthquake of 10 Jun 2016,GM_Z_25_7_37374687.V2,5.12,0.308,0.00045237335049405284
23555,Borrego Springs Earthquake of 10 Jun 2016,GM_X_25_27_37374687.V2,12.038,1.767,0.004927421865310863
23555,Borrego Springs Earthquake of 10 Jun 2016,GM_Y_25_19_37374687.V2,15.088,1.106,0.00718677428927129
23555,Borrego Springs Earthquake of 10 Jun 2016,GM_Z_25_3_3737468.V2,3.553,0.311,0.000442978030507219
23555,Borrego Springs Earthquake of 10 Jun 2016,GM_X_25_10_37374687.V2,8.351,0.828,0.0013928565041657554
23555,Borrego Springs Earthquake of 10 Jun 2016,GM_Y_25_32_37374687.V2,20.885,2.427,0.01892687030221117
23555,Borrego Springs Earthquake of 10 Jun 2016,GM_Y_25_15_37374687.V2,10.082,0.743,0.0020566003604659305
23555,Borrego Springs Earthquake of 10 Jun 2016,GM_Z_25_1_37374687.V2,4.924,0.283,0.0004241053454626607
23555,Borrego Springs Earthquake of 10 Jun 2016,GM_X_25_21_37374687.V2,10.677,1.145,0.004405224075814103
23555,Borrego Springs Earthquake of 10 Jun 2016,GM_X_25_16_37374687.V2,8.091,0.785,0.0015488770514408036
23555,Borrego Springs Earthquake of 10 Jun 2016,GM_X_25_24_37374687.V2,9.298,1.548,0.0036405764998908917
23555,Borrego Springs Earthquake of 10 Jun 2016,GM_Y_25_28_37374687.V2,10.488,1.718,0.006405527540508217
23555,Borrego Springs Earthquake of 10 Jun 2016,GM_Y_25_6_37374687.V2,10.036,0.748,0.0018704638759495257
23555,Borrego Springs Earthquake of 10 Jun 2016,GM_X_25_31_37374687.V2,19.623,2.497,0.013617144858145525
23555,Borrego Springs Earthquake of 10 Jun 2016,GM_Y_25_13_37374687.V2,12.077,0.85,0.0020909655186921996
23555,Big Bear Lake Earthquake of 05 Jul 2014,GM_Y_25_30_15520985.V2,13.028,1.618,0.008813471323329455
23555,Big Bear Lake Earthquake of 05 Jul 2014,GM_Y_25_2_15520985.V2,11.094,0.474,0.0010200289816916816
23555,Big Bear Lake Earthquake of 05 Jul 2014,GM_X_25_4_15520985.V2,16.652,0.728,0.0011737404903800865
23555,Big Bear Lake Earthquake of 05 Jul 2014,GM_Z_25_9_15520985.V2,6.919,0.211,0.0002921699506187932
23555,Big Bear Lake Earthquake of 05 Jul 2014,GM_Y_25_17_15520985.V2,19.458,1.104,0.00842650428098734
23555,Big Bear Lake Earthquake of 05 Jul 2014,GM_Y_25_25_15520985.V2,9.062,1.012,0.003084590281600437
23555,Big Bear Lake Earthquake of 05 Jul 2014,GM_Y_25_12_15520985.V2,12.854,0.539,0.001349731048390039
23555,Big Bear Lake Earthquake of 05 Jul 2014,GM_Z_25_5_15520985.V2,7.051,0.232,0.0002979936964000017
23555,Big Bear Lake Earthquake of 05 Jul 2014,GM_Y_25_20_15520985.V2,9.827,0.702,0.003027765697147882
23555,Big Bear Lake Earthquake of 05 Jul 2014,GM_Z_25_11_15520985.V2,7.153,0.239,0.0003251810051007964
23555,Big Bear Lake Earthquake of 05 Jul 2014,GM_X_25_14_15520985.V2,20.597,0.849,0.001745697187804897
23555,Big Bear Lake Earthquake of 05 Jul 2014,GM_Y_25_23_15520985.V2,8.646,0.811,0.002758249577871756
23555,Big Bear Lake Earthquake of 05 Jul 2014,GM_Z_25_29_15520985.V2,12.36,0.42,0.002809475858906349
23555,Big Bear Lake Earthquake of 05 Jul 2014,GM_Z_25_3_15520985.V2,6.626,0.194,0.0002551930370553919
23555,Big Bear Lake Earthquake of 05 Jul 2014,GM_Y_25_8_15520985.V2,11.506,0.496,0.0010945905728193652
23555,Big Bear Lake Earthquake of 05 Jul 2014,GM_Y_25_26_15520985.V2,7.687,1.1,0.002576939261563698
23555,Big Bear Lake Earthquake of 05 Jul 2014,GM_X_25_18_15520985.V2,21.997,1.604,0.008235909395822725
23555,Big Bear Lake Earthquake of 05 Jul 2014,GM_X_25_24_15520985.V2,13.763,0.932,0.0023193000720024585
23555,Big Bear Lake Earthquake of 05 Jul 2014,GM_Y_25_6_15520985.V2,12.408,0.529,0.0012846438656005435
23555,Big Bear Lake Earthquake of 05 Jul 2014,GM_Y_25_28_15520985.V2,10.212,1.088,0.0034018887429752174
23555,Big Bear Lake Earthquake of 05 Jul 2014,GM_X_25_16_15520985.V2,19.362,0.784,0.0015968171325272543
23555,Big Bear Lake Earthquake of 05 Jul 2014,GM_Y_25_13_15520985.V2,16.485,0.545,0.001769578648776988
23555,Big Bear Lake Earthquake of 05 Jul 2014,GM_X_25_31_15520985.V2,24.298,1.566,0.0082246629392941
23555,Big Bear Lake Earthquake of 05 Jul 2014,GM_Z_25_1_15520985.V2,6.989,0.31,0.000311743141861882
23555,Big Bear Lake Earthquake of 05 Jul 2014,GM_X_25_21_15520985.V2,15.768,0.878,0.0029967984234336334
23555,Big Bear Lake Earthquake of 05 Jul 2014,GM_Y_25_32_15520985.V2,17.52,1.371,0.01002040321611839
23555,Big Bear Lake Earthquake of 05 Jul 2014,GM_X_25_10_15520985.V2,18.002,0.743,0.0012687899939268308
23555,Big Bear Lake Earthquake of 05 Jul 2014,GM_Y_25_15_15520985.V2,13.164,0.525,0.0015475494065446246
23555,Big Bear Lake Earthquake of 05 Jul 2014,GM_Y_25_22_15520985.V2,7.901,0.698,0.0026387669716334606
23555,Big Bear Lake Earthquake of 05 Jul 2014,GM_Z_25_7_15520985.V2,6.576,0.311,0.0003483072318432124
23555,Big Bear Lake Earthquake of 05 Jul 2014,GM_Y_25_19_15520985.V2,19.162,0.746,0.005652073315261887
23555,Big Bear Lake Earthquake of 05 Jul 2014,GM_X_25_27_15520985.V2,9.424,0.734,0.002073307681572759
23555,Ridgecrest Earthquake of 04 Jul 2019,GM_X_25_31_38443183.V2,26.211,4.435,0.04184767856041313
23555,Ridgecrest Earthquake of 04 Jul 2019,GM_Y_25_13_38443183.V2,12.793,1.31,0.005823073738763203
23555,Ridgecrest Earthquake of 04 Jul 2019,GM_X_25_24_38443183.V2,17.1,2.744,0.014976138380119691
23555,Ridgecrest Earthquake of 04 Jul 2019,GM_Y_25_28_38443183.V2,24.415,4.945,0.05331879923988838
23555,Ridgecrest Earthquake of 04 Jul 2019,GM_Y_25_6_38443183.V2,12.495,1.282,0.004882861226127619
23555,Ridgecrest Earthquake of 04 Jul 2019,GM_X_25_16_38443183.V2,11.933,1.52,0.005407468276919752
23555,Ridgecrest Earthquake of 04 Jul 2019,GM_X_25_21_38443183.V2,10.589,1.608,0.008857115625036703
23555,Ridgecrest Earthquake of 04 Jul 2019,GM_Z_25_1_38443183.V2,5.591,0.696,0.001356692831873676
23555,Ridgecrest Earthquake of 04 Jul 2019,GM_Y_25_15_38443183.V2,12.166,1.37,0.005510341613938195
23555,Ridgecrest Earthquake of 04 Jul 2019,GM_X_25_10_38443183.V2,11.015,1.558,0.005021517106876094
23555,Ridgecrest Earthquake of 04 Jul 2019,GM_Y_25_32_38443183.V2,33.117,5.837,0.08982430289910795
23555,Ridgecrest Earthquake of 04 Jul 2019,GM_Y_25_19_38443183.V2,17.727,1.793,0.017453464147917395
23555,Ridgecrest Earthquake of 04 Jul 2019,GM_X_25_27_38443183.V2,15.397,3.804,0.023567943771273338
23555,Ridgecrest Earthquake of 04 Jul 2019,GM_Y_25_22_38443183.V2,16.346,2.064,0.01461280774741095
23555,Ridgecrest Earthquake of 04 Jul 2019,GM_Z_25_7_38443183.V2,5.778,0.707,0.0014244590965656206
23555,Ridgecrest Earthquake of 04 Jul 2019,GM_Y_25_17_38443183.V2,27.568,2.158,0.029490476234759328
23555,Ridgecrest Earthquake of 04 Jul 2019,GM_Y_25_25_38443183.V2,19.307,3.576,0.032025945698220204
23555,Ridgecrest Earthquake of 04 Jul 2019,GM_Y_25_30_38443183.V2,30.718,4.505,0.06939324591891928
23555,Ridgecrest Earthquake of 04 Jul 2019,GM_Y_25_2_38443183.V2,10.904,1.229,0.004774834284164416
23555,Ridgecrest Earthquake of 04 Jul 2019,GM_Z_25_9_38443183.V2,6.402,0.713,0.0015542871497073133
23555,Ridgecrest Earthquake of 04 Jul 2019,GM_X_25_4_38443183.V2,10.688,1.57,0.004937618697339871
23555,Ridgecrest Earthquake of 04 Jul 2019,GM_Z_25_11_38443183.V2,5.862,0.721,0.0014538428736432197
23555,Ridgecrest Earthquake of 04 Jul 2019,GM_Y_25_12_38443183.V2,12.733,1.302,0.00493349065911851
23555,Ridgecrest Earthquake of 04 Jul 2019,GM_Z_25_5_38443183.V2,5.711,0.705,0.0014189570708185292
23555,Ridgecrest Earthquake of 04 Jul 2019,GM_Y_25_20_38443183.V2,15.243,1.643,0.015600970436195967
23555,Ridgecrest Earthquake of 04 Jul 2019,GM_Y_25_23_38443183.V2,15.329,2.675,0.022597192492093677
23555,Ridgecrest Earthquake of 04 Jul 2019,GM_Z_25_29_38443183.V2,15.008,0.875,0.005700908194277099
23555,Ridgecrest Earthquake of 04 Jul 2019,GM_X_25_14_38443183.V2,12.011,1.606,0.005501188226743854
23555,Ridgecrest Earthquake of 04 Jul 2019,GM_Z_25_3_38443183.V2,5.901,0.713,0.0014407706559444473
23555,Ridgecrest Earthquake of 04 Jul 2019,GM_Y_25_26_38443183.V2,17.842,3.71,0.03879875757255402
23555,Ridgecrest Earthquake of 04 Jul 2019,GM_Y_25_8_38443183.V2,10.932,1.227,0.0048463602000886966
23555,Ridgecrest Earthquake of 04 Jul 2019,GM_X_25_18_38443183.V2,22.456,1.957,0.018989352273759526
24567,Whittier Narrows Area  Earthquake of 16 Mar 2010,GM_Z_45_1_14601172.V2,13.937,0.457,0.002746152251833344
24567,Whittier Narrows Area  Earthquake of 16 Mar 2010,GM_Y_45_15_14601172.V2,33.033,2.122,0.015533742133852156
24567,Whittier Narrows Area  Earthquake of 16 Mar 2010,GM_Y_45_3_14601172.V2,31.713,0.97,0.005823389861841267
24567,Whittier Narrows Area  Earthquake of 16 Mar 2010,GM_X_45_5_14601172.V2,30.511,1.397,0.006202668322041042
24567,Whittier Narrows Area  Earthquake of 16 Mar 2010,GM_X_45_6_14601172.V2,44.823,1.773,0.013664920242386044
24567,Whittier Narrows Area  Earthquake of 16 Mar 2010,GM_X_45_13_14601172.V2,60.241,2.864,0.0341158452465929
24567,Whittier Narrows Area  Earthquake of 16 Mar 2010,GM_Y_45_14_14601172.V2,90.971,4.438,0.059580860681672135
24567,Whittier Narrows Area  Earthquake of 16 Mar 2010,GM_Y_45_11_14601172.V2,30.875,1.154,0.011607290097377244
24567,Whittier Narrows Area  Earthquake of 16 Mar 2010,GM_Y_45_7_14601172.V2,32.576,1.097,0.011049100178982531
